id,flood_id,country,event_location,event_date,language_detected,url,domain,page_title,text_snippet,pipeline_prediction,flood_term_hits,impact_term_hits,location_term_hits,word_count,label,notes
236,201,,,,spa,https://www.letrap.com.ar/nota/2016-11-3-telefe-sale-telefonica-entra-viacom,letrap.com.ar,"Telefé: sale Telefónica, entra Viacom | Letra P | Periodismo Político","El comprador sería la primera corporación estadounidense en gerenciar un canal líder argentino en medio siglo. El Gobierno anotará la operación en la lluvia de inversiones. Por qué no Turner.
Después de casi medio siglo una empresa estadounidense volverá a gestionar uno de los principales canales de televisión en Argentina. Viacom, el quinto grupo audiovisual más importante del mundo, estaría a punto de concretar la compra de la red Telefé a Telefónica por un monto cercano a los 400 millones de ",pipeline_no,1,0,1,912,0,
237,43,,,,eng,https://hillcountrynews.com/contact/,hillcountrynews.com,Contact Us | Hill Country News,"Phone: (512) 259-4449
Fax: (512) 259-8889
Physical address:
910 Quest Parkway, Suite 4, Cedar Park, TX 78613
Mailing Address:
PO Box 1777, Cedar Park, TX 78630
A proud member of Fenice Community Media Group www.fenicecommunitymedia.com.
Member Texas Press Association, Texas Community Newspaper Association, Cedar Park Chamber of Commerce, Leander Chamber of Commerce, North Lake Travis Chamber of Commerce and America's Newspapers.
Scott W. Coleman
Publisher
Ginny Brock
Operations Manager
Josh Moni",pipeline_no,1,1,4,350,0,
238,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,https://www.ibahia.com/diversao/nem-te-conto/preta-gil-e-ana-carolina-dao-selinho-durante-premiacao,ibahia.com,Preta Gil e Ana Carolina dão selinho durante premiação,"Na noite da terça-feira (11), no Rio de Janeiro, aconteceu a 7° edição do 'Prêmio Quem' e a cantora Preta Gil marcou presença no evento. Ao entregar o prêmio de 'Melhor Cantora' para Ana Carolina, Preta deu um selinho na amiga de longa data e as duas foram aplaudidas pela plateia.
""Ana é minha amiga há mais de 10 anos. Uma grande parceira, realmente. Ela fez dois dos meus maiores sucessos, Sinais de Fogo e Estéreo. É uma das grandes cantoras do Brasil, além de ser uma ótima compositora"", comento",pipeline_yes,1,0,1,176,1,
239,102,,,,eng,https://www.foxnews.com/entertainment/courtney-stodden-says-she-went-from-a-c-to-a-dd-wont-rule-out-releasing-sex-tape,foxnews.com,"Courtney Stodden says she went from a C to a DD, won't rule out releasing sex tape | Fox News","After fervently denying any enhancements to her au naturale physique, the now 18-year-old Courtney Stodden underwent breast implant surgery this weekend, bumping up a full two cup sizes.
""In real life, I was a C cup,"" the reality star, who filmed the surgery, told FOX411. ""I've been wearing Victoria's Secret bras that enhance the look of your breast by two cup sizes, which gave the look of a DD.""
After four years of ""faking"" her true cup size, Stodden finally went ahead with her decision despite",pipeline_no,1,0,3,413,0,
240,83,Mexico,"Veracruz, Puebla, Hidalgo, San Luis Potosí, and Querétaro states",2025-10-06,spa,https://www.elfinanciero.com.mx/cdmx/2023/05/23/metro-linea-6-no-hay-servicio-hoy-martes-23-mayo-lindavista-martin-carrera/,elfinanciero.com.mx,¡Tres horas después! Servicio del Metro en la Línea 6 se reestablece tras corto circuito – El Financiero,"El Metro de la Ciudad de México informó el cierre de su servicio en un tramo de la Línea 6 (roja) la tarde de este martes 23 de mayo debido a un corto circuito provocado por un objeto metálico.
Personal trabajó para reestablecer el servicio en su totalidad, luego de que los ciudadanos reportan que llevan sin avanzar alrededor de media hora.
A través de redes sociales se muestra que el titular del Metro, Guillermo Calderón, trabajó junto a personal del sistema especialista en el área de vías para",pipeline_yes,1,0,1,480,1,
241,83,Mexico,"Veracruz, Puebla, Hidalgo, San Luis Potosí, and Querétaro states",2025-10-06,spa,https://www.elfinanciero.com.mx/nacional/eleccion-judicial/2025/05/12/sara-irene-herrerias-la-maestra-en-criminologia-que-busca-ganar-la-eleccion-judicial-y-llegar-a-la-scjn/,elfinanciero.com.mx,Sara Irene Herrerías: La maestra en criminología que busca ganar la elección judicial y llegar a la SCJN – El Financiero,"Sara Herrerías es una de las candidatas que participan en las elecciones judiciales 2025, que se llevarán a cabo el domingo 1 de junio; la especialista en derechos humanos participará para obtener un cargo como ministra de la Suprema Corte de Justicia de la Nación (SCJN).
En la elección del Poder Judicial habrá hasta 64 candidatos, para solo nueve lugares en la Corte.
Actualmente, Sara Herrerías Guerra es titular de la Fiscalía Especializada en Materia de Derechos Humanos (FEMDH), de la Fiscalía",pipeline_no,1,2,1,755,0,
242,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,https://www.campograndenews.com.br/cidades/capital/a-poucos-dias-de-juri-faixas-pedindo-condenacao-de-milicia-se-multiplicam,campograndenews.com.br,"A poucos dias de júri, faixas pedindo condenação de “milícia” se multiplicam - Capital - Campo Grande News","A poucos dias de júri, faixas pedindo condenação de “milícia” se multiplicam
Name Filho, que prometeu matar “de picolezeiro a governador”, segundo acusação, será julgado na próxima semana
Todo o povo, sem demora, foi lá só para assistir...”
Faltando poucos dias para o julgamento de Jamil Name Filho, faixas pedindo a condenação do acusado de liderar milícia e de planejar a “maior matança de Mato Grosso do Sul” se multiplicaram pela cidade. Em cerca de duas horas circulando pela Capital, a equipe ",pipeline_yes,1,4,1,959,1,
243,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,https://www.diariodepernambuco.com.br/noticia/brasil/2024/02/mulher-fica-ferida-apos-ser-atingida-por-carro-alegorico-no-rio.html,diariodepernambuco.com.br,Mulher fica ferida após ser atingida por carro alegórico no Rio | Brasil: Diario de Pernambuco,"CARNAVAL
Mulher fica ferida após ser atingida por carro alegórico no Rio
Uma mulher se feriu e precisou de atendimento médico após ser atingida pelo carro alegórico da escola de samba Porto da Pedra
| Acidente aconteceu no meio do desfile da escola de samba Porto da Pedra (Foto: Reprodução/X) |
Uma mulher se feriu e precisou de atendimento médico após ser atingida pelo carro alegórico da escola de samba Porto da Pedra, primeira do grupo especial do Rio de Janeiro a se apresentar na Marquês de Sa",pipeline_yes,1,1,1,167,1,
244,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,https://www.ibahia.com/cotidiano/tempo/cidades-da-ba-estao-em-estado-de-alerta-devido-a-condicoes-climaticas-320099,ibahia.com,Cidades da BA estão em estado de alerta devido a condições climáticas,"A Defesa Civil Nacional reconheceu a situação de emergência de duas cidades da Bahia por conta da seca na última terça-feira (4). Os municípios baianos que estão em alerta são Chorrochó e Juazeiro, no norte da Bahia.
As cidades de Boa Saúde, São Pedro e Sítio Novo, no estado do Rio Grande do Norte, e Altinho, em Pernambuco, também tiveram o status de alerta reconhecido devido a forte estiagem.
Leia também:
Já a cidade de Jequiá da Praia, em Alagoas, está em alerta por conta das fortes chuvas que",pipeline_yes,2,2,1,184,1,
245,102,,,,eng,https://www.foxnews.com/auto/general-motors-set-to-announce-1b-factory-investment-new-jobs,foxnews.com,"General Motors set to announce $1B factory investment, new jobs | Fox News","DETROIT – General Motors will announce a $1 billion investment in its factories that will create or keep around 1,000 jobs, a person briefed on the matter said Monday.
The Detroit automaker will make the announcement Tuesday morning. The investment is part of the normal process of equipping factories to build new models, and it's been planned for months, the person told The Associated Press. The person didn't want to be identified because the announcement hasn't been made yet.
Multiple factories",pipeline_no,1,0,1,274,0,
246,160,Peru,"Arequipa, Tacna, Cusco",2020-02-17,spa,https://elpueblo.com.pe/editorial-la-democracia-se-defiende/,elpueblo.com.pe,Editorial: La democracia se defiende - El Pueblo,"Editorial: La democracia se defiende
Frente a los rumores que se mencionan de que en las redes sociales se han transmitido presuntos pronunciamientos de las Fuerzas Armadas en relación a la convulsión interna creada por los audios que revelan corrupción, sobre todo en el sistema judicial del país, la respuesta ha sido categórica y negativa a tales infundios.
Aquellos tiempos en que, sobre todo el Ejército, ponía fin a un régimen constitucional alegando algún motivo menor o mayor, según los inter",pipeline_yes,1,0,1,328,1,
247,62,Brazil,"Formosa da Serra Negra, São Roberto, São João do Sóter, Tuntum, Monção, Pindaré-Mirim, Conceição do Lago Açu, Lago da Pedra, Lagoa Grande do Maranhão, Carutapera, Governador Nunes Freire, Boa Vista do Gurupi, and Trizidela do Vale (Maranhao state)",2024-04-01,por,https://www.poder360.com.br/economia/governo-lula-pressionara-vale-para-adiar-escolha-de-ceo/,poder360.com.br,Governo Lula pressionará Vale para adiar escolha de CEO,"Governo Lula pressionará Vale para adiar escolha de CEO
Encontro na 2ª ou 3ª (29 ou 30 de janeiro) entre ministro das Minas e Energia e conselheiros da mineradora será para evitar que empresa decida sobre novo comando já na semana que vem
Depois de recuar sobre forçar a indicação do ex-ministro Guido Mantega para o cargo de CEO da Vale, o governo do presidente Luiz Inácio Lula da Silva (PT) vai agora tentar pelo menos convencer a mineradora a adiar a decisão sobre quem vai comandar a empresa.
O ",pipeline_no,1,2,1,2147,0,
248,152,Bolivia (Plurinational State of),"El Torno, Santa Cruz de la Sierra municipalities (Santa Cruz Department)",2023-03-21,spa,https://lavozdetarija.com/2021/12/26/operativo-aereo-logra-rescate-de-48-personas-de-zonas-inundadas-en-santa-cruz/,lavozdetarija.com,Operativo aéreo logra rescate de 48 personas de zonas inundadas en Santa Cruz | La Voz de Tarija,"El Viceministerio de Defensa Civil dio a conocer este domingo por la tarde que 48 personas fueron rescatas de comunidades inundadas del municipio de San Julián del departamento de Santa Cruz a causa de las lluvias.
“Durante la actividad lograron evacuar con éxito a 39 personas de la comunidad Nuevo Amanecer, siete personas de la comunidad Illimani, dos personas de la comunidad 1ro de Julio, quienes fueron trasladadas hacia comunidades más seguras como la comunidad Santa Fe y de Madrecitas. Del t",pipeline_yes,3,3,1,222,1,
249,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,https://www.diariodepernambuco.com.br/noticia/brasil/2024/05/gramado-no-rs-esta-em-risco-de-inundacao-e-barragem-de-rompimento.html,diariodepernambuco.com.br,Chuvas no RS: Gramado está em risco de inundação e barragem de rompimento | Brasil: Diario de Pernambuco,"RIO GRANDE DO SUL
Chuvas no RS: Gramado está em risco de inundação e barragem de rompimento
A região turística enfrenta cheia histórica do Rio Caí, que passa por seis cidades
| Corpo de Bombeiros trabalha em resgate de pessoas ilhadas em todo Rio Grande do Sul (crédito: Lauro Alves/ Secom RS) |
A Defesa Civil do Rio Grande do Sul emitiu nesta quinta-feira (2/5) um alerta de risco de inundação do Rio Caí, na região da Serra, onde está localizada a cidade turística Gramado. Há ainda chance de que ",pipeline_yes,6,1,2,323,1,
250,82,Mexico,La Martinica (Jalisco State),2025-07-15,spa,https://unomasuno.com.mx/mundo/estados-unidos-impone-arancel-del-25-a-vehiculos-importados/,unomasuno.com.mx,Estados Unidos impone arancel del 25% a vehículos importados,"En un giro que marca un antes y un después en la política comercial del país, el presidente Donald Trump anunció la implementación de un arancel del 25% sobre todos los automóviles que no sean fabricados en Estados Unidos. La medida, que se suma a los gravámenes ya vigentes, es parte de una estrategia más amplia para impulsar la manufactura local, proteger empleos y reducir la dependencia de insumos extranjeros.
La decisión se produce en un momento de creciente tensión en las relaciones comercia",pipeline_no,1,0,1,306,0,
251,81,Colombia,"Arauca, Caqueta, Choco, Putumayo, Vichada",2025-06-01,spa,https://www.semana.com/confidenciales/articulo/gustavo-petro-queria-ver-esta-concentracion-de-dia-pero-nuestros-aviones-son-muy-retardados-toca-comprar-unos-para-el-ejercito/202501/,semana.com,"Gustavo Petro: “Quería ver esta concentración de día, pero nuestros aviones son muy retardados. Toca comprar unos para el ejército” - Semana","política
Gustavo Petro: “Quería ver esta concentración de día, pero nuestros aviones son muy retardados. Toca comprar unos para el Ejército”
El presidente llegó tarde al cabildo abierto y señaló a la flota aérea del Ejército.
El presidente Gustavo Petro culpó a los aviones militares de Colombia por su llegada tarde al primer cabildo abierto que visitó en Barranquilla en la tarde de este martes, 20 de mayo.
La gente arribó desde las 10:00 de la mañana, pero el jefe de Estado llegó hasta las 7:00 ",pipeline_yes,1,0,1,191,1,
252,168,United States of America,"Hawai‘i, Maui, Kalawao, Kaua‘i, Honolulu (Oahu Island, Hawaii)",2021-03-08,eng,https://www.9news.com/article/news/investigations/felony-dui/repeat-drunk-driver-given-multiple-second-chances-before-crash-killed-woman-headed-home-from-church/73-fa36df20-c387-4a30-a7c0-f79a8fea3971,9news.com,Repeat drunk driver given multiple second chances before crash killed woman headed home from church | 9news.com,"Editor’s Note: All this week on 9NEWS and 9news.com is an in-depth look at repeat drunken drivers, the tragedies they’ve been blamed for, and how a new state law intended to crack down on them is – or isn’t – working.
KUSA - Randy and Linda Wimmer had 200 miles to go, cutting across U.S. 287 outside Memphis, Texas, when the phone buzzed and their lives were altered forever.
It was Sept. 30, 2018, and they were on their way home after visiting their son in Albuquerque. The call was about their 25",pipeline_yes,1,2,1,2540,1,
253,42,Canada,"Baie-Saint-Paul (Charlevoix Region), Saint-Côme and Sainte-Émélie-de-l'Énergie (Lanaudière Region, south-western Quebec).",2023-05-01,fra,https://www.acadienouvelle.com/actualites/2019/04/08/des-chercheurs-sinteressent-aux-tremblements-de-terre-du-passe/,acadienouvelle.com,Des chercheurs s’intéressent aux tremblements de terre du passé,"Des chercheurs s’intéressent aux tremblements de terre du passé
Il est 7h15, le 8 février 1855. La terre tremble à Moncton. Les vibrations sont assez fortes qu’elles sont ressenties jusqu’à Boston. Les données de ce séisme sont maintenant accessibles à la population grâce aux travaux des chercheurs Maurice Lamontagne et Kenneth Burke.
Le séisme de Moncton en 1855 a été d’une magnitude de 5,2 sur l’échelle Richter. Il s’agit du plus important tremblement de terre de l’histoire dans le sud-est du ",pipeline_yes,3,2,1,820,1,
254,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,https://www.faroldabahia.com.br/noticia/video-glauber-braga-e-preso-durante-desocupacao-na-uerj,faroldabahia.com.br,Vídeo: Glauber Braga é detido durante desocupação na UERJ - Farol da Bahia,"Vídeo: Glauber Braga é detido durante desocupação na UERJ
Outros três alunos foram detidos; não há registro de feridos
Foto: Reprodução/TV Globo
O deputado federal Glauber Braga (Psol-RJ) foi detido no início da tarde desta sexta-feira (20), enquanto participava de um protesto de estudantes da Universidade Estadual do Rio de Janeiro (Uerj) que resistiam a uma ação da Polícia Militar para desocupar um dos prédios da instituição.
Durante o confronto, os alunos incendiaram pneus na Avenida Rei Pelé",pipeline_yes,1,2,1,148,1,
255,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,https://www.agazeta.com.br/brasil/para-parlamentares-saida-de-teich-comprova-que-bolsonaro-busca-ministro-submisso-0520,agazeta.com.br,"Para parlamentares, saída de Teich comprova que Bolsonaro busca ministro submisso | A Gazeta","Publicado em 15 de maio de 2020 às 16:27
A saída de Nelson Teich do Ministério da Saúde com menos de um mês no cargo confirma que Jair Bolsonaro (sem partido) busca um nome submisso e que atenda as convicções pessoais do presidente em vez de priorizar a ciência, avaliam parlamentares.
Teich, na prática, estava afastado de decisões que interferem em recomendações da Saúde. Não sabia, por exemplo, que Bolsonaro havia decido aumentar a lista de atividades essenciais e incluir salões de beleza, acad",pipeline_yes,1,4,2,876,1,
256,81,Colombia,"Arauca, Caqueta, Choco, Putumayo, Vichada",2025-06-01,spa,https://www.elespectador.com/ambiente/preparese-para-un-fin-de-semana-con-lluvias-esto-dice-el-pronostico-del-ideam/,elespectador.com,Prepárese para un fin de semana con lluvias: esto dice el pronóstico del Ideam,"Escucha este artículo
Audio generado con IA de Google
0:00
/
0:00
En el primer fin de semana de junio habrá lluvias en gran parte del país. Así, al menos, lo acaba de anunciar en el Ideam en su boletín, en el que muestra cuál es el pronóstico del tiempo en Colombia.
Salvo algunos territorios, se espera que haya nubosidad en la mayoría de regiones, tanto el sábado, como el domingo y el lunes.
El pronóstico del tiempo para el sábado, 31 de mayo
Según el Ideam, es muy posible que el sábado persista",pipeline_yes,2,0,3,620,1,
257,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,https://www.diariodepernambuco.com.br/noticia/brasil/2024/06/rio-grande-do-sul-faz-campanha-por-doacao-de-livros-e-material.html,diariodepernambuco.com.br,Diario de Pernambuco - Rumo aos 200 anos,"Mochila Cheia: Rio Grande do Sul faz campanha por doação de livros e material escolar
Objetivo é montar 100 mil kits para ajudar estudantes na volta às aulas
Publicado: 10/06/2024 às 19:35
Rio Grande do Sul tem mais de 741,8 mil estudantes matriculados em 2024/foto: Arquivo/Agência Brasil
O governo do Rio Grande do Sul iniciou, nesta segunda-feira (10), a campanha Mochila Cheia, para pedir a doação de livros e material escolar a crianças e jovens da rede estadual de ensino que foram afetados pel",pipeline_no,2,1,1,433,0,
258,62,Brazil,"Formosa da Serra Negra, São Roberto, São João do Sóter, Tuntum, Monção, Pindaré-Mirim, Conceição do Lago Açu, Lago da Pedra, Lagoa Grande do Maranhão, Carutapera, Governador Nunes Freire, Boa Vista do Gurupi, and Trizidela do Vale (Maranhao state)",2024-04-01,por,https://brasil.elpais.com/brasil/2016/08/18/elviajero/1471519682_855579.html,brasil.elpais.com,Na crista da duna | El viajero | EL PAÍS Brasil,"Everaldo, o guia, me despertou suavemente às três da manhã. Saltei da rede tonto de sono, peguei a mochila e saí da cabana onde ficaram dormindo outros 15 turistas. O cair da cama, o zunido do vento e um céu estrelado como não via desde algumas noites da infância tornavam tudo irreal. Perguntei-me o que fazia ali, tão longe de qualquer lugar. Tomamos um café e comemos um pedaço de pão em um barraco de madeira iluminado com uma agonizante lâmpada fluorescente alimentada por um gerador. À luz de u",pipeline_no,3,0,1,1905,0,
259,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,https://www.campograndenews.com.br/cidades/capital/agencia-e-interditada-apos-bandidos-tentarem-arrombar-caixa-eletronico,campograndenews.com.br,Agência é interditada após bandidos tentarem arrombar caixa eletrônico - Capital - Campo Grande News,"Agência é interditada após bandidos tentarem arrombar caixa eletrônico
Bandidos tentaram, na manhã desta segunda-feira (23), roubar um caixa eletrônico do Banco Santander, na agência da Avenida Coronel Antonino, na Vila Rica, em Campo Grande.
As informações preliminares são da polícia. Até a conclusão desta reportagem, equipes do Garras (Delegacia Especializada de Repressão a Roubo e Assaltos) estavam no local.
Um técnico da polícia recolhia um dispositivo deixado pelos ladrões em um dos equipam",pipeline_no,1,0,1,184,0,
260,62,Brazil,"Formosa da Serra Negra, São Roberto, São João do Sóter, Tuntum, Monção, Pindaré-Mirim, Conceição do Lago Açu, Lago da Pedra, Lagoa Grande do Maranhão, Carutapera, Governador Nunes Freire, Boa Vista do Gurupi, and Trizidela do Vale (Maranhao state)",2024-04-01,por,https://www.metropoles.com/esportes/futebol/exaltado-como-favorito-brasil-pega-belgica-para-ir-a-semifinal,metropoles.com,Brasil perde para a Bélgica e está fora da Copa do Mundo: 2 x 1 | Metrópoles,"1 de 1 Brasil v Belgica copa do mundo 2018
- Foto: Buda Mendes/Getty Images
O Brasil está fora da Copa do Mundo da Rússia. A Seleção Brasileira perdeu para a Bélgica por 2 x 1, nesta sexta-feira (6/7), pelas quartas de final, e se despediu da competição. Já os belgas asseguraram vaga na semifinal para enfrentar a França, que eliminou o Uruguai, nesta sexta. Agora, apenas equipes europeias disputam o título. Neste sábado (7), pelas quartas, a Rússia mede forças com a Croácia, enquanto a Suécia du",pipeline_yes,1,0,1,638,1,
261,168,United States of America,"Hawai‘i, Maui, Kalawao, Kaua‘i, Honolulu (Oahu Island, Hawaii)",2021-03-08,eng,https://www.kqed.org/arts/13819888/dance-and-theater-join-in-a-healing-ritual,kqed.org,Dance and Theater Join in a Healing Ritual | KQED,"Theater director Ellen Sebastian Chang and dance maker Amara Tabor Smith (Deep Water Dance Theater) have mixed theater, dance, ritual healing and a bit of social work in a series of shows called House/Full of BlackWomen, addressing issues of displacement, oppression, and sex trafficking in Oakland.
This newest episode, passing/through/the great/middle, invokes the Yoruba Orishas (a pantheon of gods from Africa who came to the new world with African slaves) as it tells a story about displacement ",pipeline_no,1,1,3,156,0,
262,152,Bolivia (Plurinational State of),"El Torno, Santa Cruz de la Sierra municipalities (Santa Cruz Department)",2023-03-21,spa,https://lavozdetarija.com/2021/04/27/dos-fallecidos-al-caer-de-un-edificio-policia-investiga-las-causas/,lavozdetarija.com,Dos fallecidos al caer de un edificio; policía investiga las causas | La Voz de Tarija,"La Fuerza Especial de Lucha Contra el Crimen procedió al levantamiento de dos cuerpos en un céntrico edificio de la ciudad de Santa Cruz de la Sierra. Los fallecimientos se produjeron tras la caída de la pareja desde el piso 12. La Policía mantiene en reserva la investigación para conocer las causas que provocaron los decesos.
La investigación está a cargo de la Fuerza Especial de Lucha Contra la Violencia, FELCV, para indagar si se trataría de un caso de feminicidio-suicidio. Por el momento, no",pipeline_yes,2,2,1,353,1,
263,82,Mexico,La Martinica (Jalisco State),2025-07-15,spa,https://unomasuno.com.mx/nacional/avion-de-aeromexico-casi-aterriza-encima-de-un-737-de-delta-air-lines/,unomasuno.com.mx,Avión de Aeroméxico casi aterriza encima de un 737 de Delta Air Lines,"Dos aviones estuvieron a punto de colisionar en la pista en Ciudad de México este lunes, cuando un jet regional de Aeroméxico que se aproximaba para aterrizar voló por encima y aterrizó delante de un Boeing 737 de Delta Air Lines que ya comenzaba su despegue.
El vuelo 590 de Delta comenzó a avanzar por la pista en el Aeropuerto Internacional Benito Juárez con 144 pasajeros y seis tripulantes a bordo cuando los pilotos vieron que otro avión aterrizaba directamente frente a ellos, informó la aerol",pipeline_yes,1,0,1,89,1,
264,83,Mexico,"Veracruz, Puebla, Hidalgo, San Luis Potosí, and Querétaro states",2025-10-06,spa,https://www.elfinanciero.com.mx/cdmx/2023/06/06/alerta-sismica-en-el-celular-a-partir-de-cuando-se-activara/,elfinanciero.com.mx,Alerta sísmica en el celular: ¿a partir de cuándo se activará? – El Financiero,"La alerta sísmica sonará en el celular sin necesidad de tener alguna aplicación descargada, serán mensajes por parte de la Coordinación de Protección Civil.
La aplicación estaba prevista para marzo de este año; sin embargo, se aplazó y se sabe que el sistema iniciará en este año, aunque no se ha dado a conocer la fecha exacta.
El plazo máximo es de 18 meses cuando las empresas de servicio móvil comiencen a enviar mensajes de alerta a través del Servicio de Radiodifusión Celular (Cell Broadcast S",pipeline_yes,2,2,1,309,1,
265,151,Panama,"Changuinola, Almirante, Chiriquí Grande (Bocas del Toro Province); Chiriquí, and Nabe-Buglé",2021-07-22,spa,https://www.miambiente.gob.pa/chiriqui-realiza-premiacion-de-bandera-ecologica/,miambiente.gob.pa,CHIRIQUÍ REALIZA PREMIACIÓN DE BANDERA ECOLÓGICA – MiAmbiente,"En reconocimiento a la puesta en práctica de las estrategias de educación ambiental y participación social en el desarrollo de las buenas prácticas ambientales en la comunidad educativa y sociedad en general el Ministerio de Ambiente (MiAMBIENTE) en conjunto con el Ministerio de Educación (MEDUCA) reconocieron a 25 escuelas y colegios de la provincia de Chiriquí que participan en el Programa Bandera Ecológica.
En la provincia el programa se ejecuta en los centros educativos de la cuenca alta de ",pipeline_no,3,1,3,573,0,
266,83,Mexico,"Veracruz, Puebla, Hidalgo, San Luis Potosí, and Querétaro states",2025-10-06,spa,https://www.elfinanciero.com.mx/cdmx/2025/08/05/cdmx-lluvias-hoy-videos-de-granizada-en-la-benito-juarez-periferico-insurgentes-y-viaducto-reportan-inundaciones/,elfinanciero.com.mx,Videos: Lluvias y granizada provocan severas inundaciones en sur de CDMX; estas son las zonas afectadas – El Financiero,"La Ciudad de México otra vez está bajo alerta por fuertes lluvias, y este martes 5 de agosto se reportan inundaciones en algunas de las principales vialidades de la capital del país.
La Secretaría de Gestión Integral de Riesgos y Protección Civil de la Ciudad de México dijo que 14 de las 16 alcaldías están en Alerta Amarilla por lluvias, a la espera de precipitaciones de hasta 29 milímetros con granizo que se registrarán al menos hasta las 22:00 horas de este día. Las únicas alcaldías que no est",pipeline_yes,6,1,2,313,1,
267,81,Colombia,"Arauca, Caqueta, Choco, Putumayo, Vichada",2025-06-01,spa,https://www.larepublica.co/analisis/giovanni-franco-sepulveda-3732303/cierre-minero-y-pasivos-ambientales-4141101,larepublica.co,Cierre minero y pasivos ambientales,"MI SELECCIÓN DE NOTICIAS
Noticias personalizadas, de acuerdo a sus temas de interés
En Bogotá acaba de terminar el Primer congreso internacional de gestión del cierre minero y su diferenciación con los pasivos ambientales. Un evento en el que tuvimos la posibilidad de realizar una discusión franca sobre un tema tan importante dentro del ciclo minero como lo es el cierre de minas. Vale la pena destacar que con base en lo discutido es mucho el trabajo que tenemos por delante, trabajo que únicament",pipeline_yes,1,2,1,636,1,
268,42,Canada,"Baie-Saint-Paul (Charlevoix Region), Saint-Côme and Sainte-Émélie-de-l'Énergie (Lanaudière Region, south-western Quebec).",2023-05-01,fra,https://www.acadienouvelle.com/chroniques/2020/01/10/parasite-a-la-hauteur-de-sa-reputation/,acadienouvelle.com,Parasite: à la hauteur de sa réputation,"Parasite: à la hauteur de sa réputation
C’est avec, dans ses valises, la Palme d’or du dernier festival de Cannes et le Golden Globe du meilleur film «étranger» que Parasite débarque en Acadie. Et croyez-moi, ce film coréen qui déborde d’humour noir est à la hauteur de sa réputation.
À l’image de la très grande majorité des films non nord-américains, Parasite a bénéficié d’une distribution occidentale quelque peu erratique.
Lancé en Corée du Sud au printemps, ce n’est qu’à la mi-octobre qu’il a ",pipeline_no,1,0,1,808,0,
269,201,,,,spa,https://www.clarin.com/agencias/afp-previsiones-video-espanol-13h00-gmt_0_lCwGQvQZD.html,clarin.com,Previsiones de Video en Español de las 13H00 GMT,"Agencia AFP
Previsiones de Video en Español de las 13H00 GMT
Clarín AFP Agencias
Montevideo, 19 Feb 2021 (AFP) -
Perseverance se posa sobre Marte para indagar si hubo vida en el planeta rojo
WASHINGTON: La NASA logró el jueves posar sobre Marte a su vehículo de exploración Perseverance, que es la quinta nave en lograr la hazaña sin problemas y la primera que tiene como objetivo responder a la pregunta de si hubo vida en el planeta rojo.
(EEUU espacio aeroespacial ciencia - Ya disponible)
Argenti",pipeline_no,2,0,1,511,0,
270,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,https://www.diariodepernambuco.com.br/noticia/brasil/2024/05/dupla-e-presa-no-litoral-paulista-apos-tentaram-furtar-doacoes-para-rs.html,diariodepernambuco.com.br,Dupla é presa no litoral paulista após tentar furtar doações para o RS | Brasil: Diario de Pernambuco,"SÃO PAULO
Dupla é presa no litoral paulista após tentar furtar doações para o RS
A ação foi flagrada por meio de câmeras. Segundo a prefeitura, portas foram arrombadas, cadeados quebrados e produtos ficaram espalhados pelo local
| Pacotes com itens de cesta básica e caixas de leite foram recuperados (foto: José Cruz/ Agência Brasil) |
A prefeitura de Praia Grande, no litoral do estado de São Paulo, anunciou na noite desse sábado (18) a prisão de dois homens que tentaram furtar doações destinadas",pipeline_yes,1,1,2,311,1,
271,79,Brazil,"Petrópolis, Angra dos Reis, São Paulo, Rio de Janeiro",2025-04-03,por,https://bhaz.com.br/noticias/minas-gerais/onda-calor-bh-alta-temperatura/,bhaz.com.br,Onda de calor em BH: Defesa Civil alerta para alta temperatura,"Uma onda de calor deve atingir BH neste domingo (1º), segundo alerta publicado pela Defesa Civil. A previsão é que a temperatura máxima fique cerca de 5ºC acima da média mensal no primeiro dia de setembro no período da tarde.
A previsão do tempo indica que a capital mineira deve ter termômetros marcando 30ºC na tarde deste domingo, enquanto a umidade relativa do ar deve ficar próxima de 15%, sendo que a Organização Mundial da Saúde (OMS) indica como recomendável para seres humanos acima de 30%.
",pipeline_yes,8,0,2,729,1,
